,random,naive,mfr,recommender,recommender one-hot,popularity,popularity one-hot,tcn,tcn one-hot,des,des on-hot,Parrot 50
286,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,100
288,0,0,0,0,0,0,0,0,0,0,0,100
289,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,100
292,0,0,0,0,0,0,0,0,0,0,0,100
293,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,100,100,0,0,0,0,0,0,100
301,0,0,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,100
303,0,0,0,0,0,0,0,0,0,0,0,100
304,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,100
306,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,100
308,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,100
311,0,0,0,0,0,0,0,0,0,0,0,100
312,0,0,0,0,0,0,0,100,100,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,100
314,0,0,0,0,0,0,0,0,0,0,0,100
315,0,0,0,0,0,0,0,0,0,0,0,100
316,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,100,100,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,100,100,0,0,100
320,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,100
323,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,100
325,0,0,0,0,0,0,0,0,0,0,0,100
326,0,0,0,0,0,0,0,0,0,0,0,100
327,0,0,0,0,0,0,0,0,0,0,0,100
328,0,0,0,0,0,0,0,0,0,0,0,100
329,0,0,0,100,100,0,0,0,0,0,0,100
330,0,0,0,0,0,0,0,0,0,0,0,100
331,0,0,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,100
334,0,0,100,0,0,0,0,100,100,100,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,100
337,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,100
339,0,0,0,0,0,0,0,0,0,0,0,100
340,0,0,0,0,0,0,0,0,0,0,0,100
341,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,100
346,0,0,0,0,0,0,0,0,0,0,0,100
347,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,100,0,0,0,100,0,0,100,0,0
349,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,100
353,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,100
355,0,0,0,0,0,0,0,0,0,0,0,100
356,0,0,0,0,0,0,0,0,0,0,0,100
357,0,0,0,0,0,0,0,0,0,0,0,100
358,0,0,0,0,0,0,0,0,0,0,0,100
359,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,100,100,0,0,0
361,0,0,0,0,0,0,0,0,0,0,0,100
362,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,100
364,0,0,0,0,0,0,0,0,0,0,0,100
365,0,0,0,0,0,0,0,100,100,0,0,100
366,0,0,0,0,0,0,0,0,0,0,0,100
367,0,0,0,0,0,0,0,0,0,0,0,100
368,100,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,100
371,0,0,0,0,0,0,0,0,0,0,0,100
372,0,0,0,0,0,0,0,0,0,0,0,100
373,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,100
376,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,100
379,0,0,0,0,0,0,0,0,0,0,0,100
380,0,0,0,0,0,0,0,0,0,0,0,100
381,0,0,0,0,0,0,0,0,0,0,0,100
382,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,100
385,0,0,0,0,0,0,0,0,0,0,0,100
386,0,0,0,0,0,0,0,0,0,0,0,100
387,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,100
389,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,100
392,0,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,100
394,0,0,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,100
397,0,0,0,0,0,0,0,0,0,0,0,100
398,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,100
400,0,0,0,0,0,0,0,100,100,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,100
403,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,100
409,0,0,0,0,0,0,0,0,0,0,0,100
410,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,100
412,0,0,0,0,0,0,0,0,0,0,0,100
413,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,100
415,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,100
417,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,100
419,0,0,0,0,0,0,0,0,0,0,0,100
420,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,100
424,0,0,0,0,0,0,0,0,0,0,0,100
425,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,100
427,0,0,0,0,0,0,0,0,0,0,0,100
428,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,100
432,0,0,0,0,0,0,0,0,0,0,0,100
433,0,0,0,0,0,0,0,0,0,0,0,100
434,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,100
436,0,0,0,0,0,0,0,0,0,0,0,100
437,0,0,0,100,100,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,100
440,0,0,0,0,0,0,0,0,0,0,0,100
441,0,0,0,0,0,0,0,0,0,0,0,100
442,0,0,0,0,0,0,0,0,0,0,0,100
443,0,0,0,0,0,0,0,0,0,0,0,100
444,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,100
449,0,0,0,0,0,0,0,0,0,0,0,100
450,0,0,0,0,0,0,0,0,0,0,0,100
451,0,0,0,0,0,0,0,0,0,0,0,100
452,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,100,100,0,0,100
455,0,0,0,0,0,0,0,0,0,0,0,100
456,0,0,0,0,0,0,0,0,0,0,0,100
457,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,100
459,0,0,0,0,0,0,0,0,0,0,0,100
460,0,0,0,0,0,0,0,0,0,0,0,100
461,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,100
467,0,0,0,0,0,0,0,0,0,0,0,100
468,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,100
470,0,0,0,0,0,0,0,0,0,0,0,100
471,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,0,100,100,0,0,0,0,0,0,100
473,0,0,0,0,0,0,0,0,0,0,0,100
474,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,100
476,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,100
479,0,0,0,0,0,0,0,0,0,0,0,100
480,0,0,0,0,0,0,0,0,0,0,0,100
481,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,100
483,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,100,0,0,0,0,0,0,0,100,100
486,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,100
490,0,0,0,0,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,0,100
492,0,0,0,0,0,0,0,0,0,0,0,100
493,0,0,0,0,0,0,0,0,0,0,0,0
494,100,0,0,0,0,0,0,0,0,0,0,100
495,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,100
498,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,100
500,0,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,100
502,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,100,100,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,100
508,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0,100
510,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0,0,100
512,0,0,0,0,0,0,0,0,0,0,0,100
513,0,0,0,0,0,0,0,0,0,0,0,100
514,0,0,100,0,0,0,100,0,0,0,0,100
515,0,0,0,0,0,0,0,0,0,0,0,100
516,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0,0,100
520,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0,0,100
523,0,0,0,0,0,0,0,0,0,0,0,100
524,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0,0,100
530,0,0,0,0,0,0,0,0,0,0,0,100
