,random,naive,mfr,recommender,recommender one-hot,popularity,popularity one-hot,tcn,tcn one-hot,des,des on-hot,Parrot 50
0,0.0,0.0,0.0,0.0055185136633525535,0.0,0.00896551724137931,0.0,0.007252501789480448,0.0,0.01,0.0,1.0
1,0.0,0.0,0.0,0.0021702020024420153,0.0,0.022758620689655173,0.0,0.0037489880342036486,0.0,0.0225,0.0,0.0
2,0.0,0.0,0.0,0.00839773818336258,0.0,0.014482758620689656,0.0,0.009207947179675102,0.0,0.013333333333333334,0.0,1.0
3,0.0,0.0,0.0,0.004109531451432752,0.0,0.004827586206896552,0.0,0.004962733946740627,0.0,0.005833333333333334,0.0,0.0
4,0.0,0.0,0.0,0.00449181344691487,0.0,0.022068965517241378,0.0,0.015010345727205276,0.0,0.0225,0.0,0.0
5,0.0,0.0,0.0,0.0068981420791906925,0.0,0.00896551724137931,0.0,0.007654151413589716,0.0,0.01,0.0,0.0
6,0.0,0.0,0.0,0.0032736945460566003,0.0,0.018620689655172412,0.0,0.026930641382932663,0.0,0.016666666666666666,0.0,0.0
7,0.0,0.0,0.0,0.01287653188115596,0.0,0.016551724137931035,0.0,0.11409357935190201,1.0,0.016666666666666666,0.0,1.0
8,0.0,0.0,0.0,0.009657398910866971,0.0,0.01310344827586207,0.0,0.012176981195807457,0.0,0.014166666666666666,0.0,0.0
9,0.0,0.0,0.0,0.00495251226198306,0.0,0.010344827586206896,0.0,0.004260818939656019,0.0,0.01,0.0,1.0
10,0.0,0.0,0.0,0.005680822888745275,0.0,0.006896551724137931,0.0,0.008252223022282124,0.0,0.006666666666666667,0.0,1.0
11,0.0,0.0,0.0,0.0025753063762311923,0.0,0.007586206896551724,0.0,0.010443049483001232,0.0,0.008333333333333333,0.0,1.0
12,0.0,0.0,0.0,0.00449181344691487,0.0,0.015862068965517243,0.0,0.015387356281280518,0.0,0.015833333333333335,0.0,1.0
13,0.0,0.0,0.0,0.04828699455433485,0.0,0.014482758620689656,0.0,0.022290455177426338,0.0,0.0125,0.0,1.0
14,0.0,0.0,0.0,0.010730443234296632,0.0,0.019310344827586208,0.0,0.02186853066086769,0.0,0.0175,0.0,0.0
15,0.0,0.0,0.0,0.006438265940577979,0.0,0.02482758620689655,1.0,0.013300547376275063,0.0,0.023333333333333334,0.0,1.0
16,0.0,0.0,0.0,0.002327084074907704,0.0,0.01793103448275862,0.0,0.014548816718161106,0.0,0.015833333333333335,0.0,0.0
17,0.0,0.0,0.0,0.004198869091681291,0.0,0.006206896551724138,0.0,0.010934149846434593,0.0,0.0075,0.0,0.0
18,0.0,0.0,0.0,0.09657398910866968,0.0,0.006896551724137931,0.0,0.013165432028472424,0.0,0.0075,0.0,1.0
19,0.0,0.0,0.0,0.009197522772254257,0.0,0.011724137931034483,0.0,0.015362627804279327,0.0,0.0125,0.0,0.0
20,0.0,0.0,0.0,0.014857536785949182,0.0,0.009655172413793104,0.0,0.013897010125219822,0.0,0.01,0.0,0.0
