,random,naive,mfr,recommender,recommender one-hot,tcn,tcn one-hot,zero,parrot
76,7.502934740054511,7.560360118585302,7.269937633263798,7.533720897538042,7.180275687175591,7.602256671423269,6.9568951366573035,7.591833976876442,2.1219325926604906
77,7.5029347404880244,7.560360119016166,7.269937633709893,7.533720898019136,7.180275687568901,7.602256671908338,6.956895137038879,7.59183397735052,2.1219325930523025
78,7.502934740939091,7.560360119459041,7.2699376340609625,7.533720898546099,7.180275688054205,7.602256672378358,6.956895137567969,7.591833977872247,2.1219325935696602
79,7.502934741462873,7.5603601199150035,7.2699376345273325,7.533720899066106,7.180275688651916,7.602256672999525,6.9568951381728805,7.59183397835553,2.1219325941724927
80,7.502934741959012,7.560360120575975,7.269937635134862,7.533720899717939,7.180275689328504,7.602256673689894,6.956895138738979,7.591833979024405,2.121932594845901
81,7.502934742549547,7.560360121325025,7.269937635828533,7.5337209004801124,7.180275690090884,7.602256674321378,6.956895139302125,7.59183397966608,2.1219325956234263
82,7.502934743278128,7.560360122081909,7.2699376366588,7.53372090127528,7.180275690810979,7.60225667515673,6.956895140063157,7.59183398039119,2.121932596427184
83,7.502934743468457,7.560360122212615,7.269937636842305,7.533720901402472,7.180275691030598,7.602256675385676,6.956895140234632,7.591833980474737,2.121932596628932
84,7.5029347432736015,7.560360121901173,7.269937636515068,7.53372090109625,7.180275690835485,7.602256675115151,6.9568951400359085,7.591833980190636,2.1219325964333065
85,7.50293474306753,7.560360121604036,7.269937636211551,7.533720900848896,7.1802756904877105,7.602256674877122,6.956895139654396,7.591833979972601,2.1219325962340423
86,7.502934742848417,7.560360121290891,7.269937635962806,7.533720900506835,7.18027569015807,7.602256674520065,6.956895139393739,7.591833979714953,2.121932595817089
87,7.502934742245778,7.560360121246749,7.269937635167388,7.533720900507927,7.180275690176338,7.6022566745074025,6.9568951392947005,7.591833979682757,2.1219325955830355
88,7.5029347423629265,7.560360121246201,7.2699376350981595,7.5337209006127015,7.1802756901876,7.602256674476858,6.956895139370223,7.591833979759223,2.004154138910914
89,7.502934742283741,7.560360121341099,7.26993763509031,7.533720900582028,7.180275689672244,7.60225667457193,6.956895139441893,7.591833979886255,2.004154138579308
90,7.502934742421234,7.560360121511944,7.269937634462738,7.5337209007071815,7.180275689198755,7.60225667444645,6.95689513943322,7.591833979903674,1.901394582593262
91,7.502934742050356,7.560360121025489,7.269937634472998,7.5337209007764026,7.180275689155029,7.6022566744677755,6.851460775236312,7.591833979964657,1.9013945825825256
92,7.502934741842591,7.5603601207164575,6.542462386779953,7.533720900716252,7.180275689329767,7.602256674547986,6.772986060866147,7.591833979985317,1.8118216879376388
93,7.502934741911684,7.5603601206960445,6.542462386295471,7.533720900744222,7.180275689131294,7.602256674636045,6.772986060895524,7.591833980066261,1.7265148228779663
94,7.502934741953172,7.560360120852101,6.542462385792781,7.533720900472738,7.180275688714008,7.602256674636309,6.697625518549071,7.591833980076883,1.6445275617929012
95,7.502934741911667,7.560360120663674,6.542462385852502,7.533720900526415,7.180275688769563,7.602256674356988,6.697625518540812,7.591833980075359,1.6445275615860124
96,7.5029347416753325,7.560360120696731,6.54246238594749,7.533720900289201,7.180275688690663,7.602256674074401,6.697625518174896,7.591833980176009,1.563789901457353
97,7.5029347417034105,7.560360120746752,6.542462385955281,7.53372090030902,7.180275688561026,7.602256674139361,6.697625517912097,7.591833980280991,1.5637899015250514
98,7.502934741289538,7.560360120515045,6.54246238591118,7.533720900187628,7.180275688568522,7.602256673863615,6.697625517544095,7.591833979976033,1.5637899014493593
99,7.502934741083003,7.5603601202932325,6.5424623857709925,7.533720899847859,7.180275688571434,7.602256673844002,6.697625517350122,7.591833979842118,1.5637899013815437
100,8.021084010121822,8.090178603628098,7.111004551387126,7.8953932657240795,7.710126882988001,7.968954280000602,7.234438411163112,7.954051617515372,2.006332034216612
101,8.021084009768979,8.090178603390928,7.1110045513059585,7.895393265597679,7.7101268824790665,7.9689542799880835,7.234438388462076,7.954051617461618,2.0063320340680844
102,8.02108400956956,8.090178603149832,7.111004551249369,7.895393265153867,7.7101268822445475,7.968954279842157,7.23443838835591,7.954051616908024,1.9382338708579294
103,8.021084008548884,8.090178602635623,7.111004550960909,7.895393264710043,7.710126882031314,7.968954279696505,7.234438388196298,7.954051616870292,1.9382338707678657
104,8.976841519743745,9.049503750296013,8.07800965489644,8.847710916722649,8.652389624708896,8.925373727127543,8.159501070518655,8.913007151715012,2.665352586418777
105,9.930775280996269,10.006693649902168,9.04461696260586,9.807402631236537,9.605280226065338,9.88535751235139,9.11500889950411,9.871112402263549,3.6149843996875215
106,9.930775280492647,10.006693649520361,9.04461696215965,9.807402631095677,9.605280225487908,9.885357512118064,9.115008899026828,9.871112402016507,3.6149843994637725
107,9.930775280103706,10.00669364934581,9.044616961696377,9.807402630622345,9.605280225288304,9.88535751201256,9.11500889889149,9.871112401818484,3.6149843991401736
108,9.930775279989787,10.00669364926221,9.044616961433695,9.8074026304951,9.605280225158245,9.885357511827927,9.115008898751519,9.871112401395266,3.588048255759243
109,9.930775279666095,10.006693649180393,9.044616961230014,9.807402630097036,9.605280224980122,9.885357511643223,9.115008898679426,9.871112401105528,3.5880482555509365
110,9.930775279534316,10.006693649183472,9.044616961163193,9.807402630086646,9.6052802248779,9.885357511580866,9.115008898666007,9.871112401092415,3.588048255356756
111,9.917589240513447,9.97792207833135,9.044616959654679,9.807402630045997,9.601726967882833,9.88535751153915,9.115008897769892,9.871112400788926,3.5880482551362993
112,9.917589240524874,9.977922078298969,9.04461695964654,9.807402630052446,9.601726967763385,9.885357511510852,9.11500889777734,9.871112400796898,3.5880482549914308
113,10.894245830227478,10.952898793785616,10.03017248816632,10.787099740433133,10.578668692444792,10.865531669069913,10.092166947864975,10.850284138657923,4.350421427635567
114,11.850286754280248,11.91931772815897,11.006589023562562,11.752759200887915,11.550566947668955,11.826919304575089,11.054176199847802,11.816328754533568,5.081407901213661
115,11.850286754268234,11.91931772812967,11.006589023527498,11.75275920090747,11.55056694763307,11.826919304576101,11.054176199791542,11.816328754554432,5.081407901239009
116,11.549677101166651,11.592054722878798,10.735009636489163,11.365665913861793,11.148164805810543,11.431095643962221,10.764091378285071,11.422103915340651,4.409189058119959
117,11.488683902834353,11.53177082533134,10.6906879834537,11.304880691217491,11.086545937621295,11.371671521020048,10.705161016299753,11.360021405746124,4.150603534089775
118,11.488683902579387,11.53177082525646,10.690687983316456,11.304880690971713,11.086545937508273,11.371671520801183,10.705161016220593,11.360021405575102,4.150511220771426
119,11.480825509966468,11.528036525862321,10.69068798097571,11.304880685659924,11.080096252990186,11.37167151877204,10.70243898338252,11.360021399208554,4.14129701517998
120,11.480825509799823,11.528036525808949,10.690687980579215,11.3048806854354,11.080096252954764,11.371671518526874,10.70243898335383,11.360021399214808,4.141297011936587
121,11.480825509711734,11.528036525646312,10.690687980549637,11.30488068531502,11.080096252838988,11.371671518530345,10.70243898332765,11.360021399229824,4.141297011805448
122,11.480825509721875,11.528036525594514,10.69068798053133,11.304880685212519,11.080096252439606,11.37167151840296,10.702438983188951,11.36002139914073,4.141297011807509
123,11.477240669753995,11.528036489164895,9.873494909011734,11.304880685351701,11.078245566525384,11.371671512408952,10.699919383552785,11.360021396286557,4.141296995211116
124,11.477240659396795,11.528036489136332,9.87349490891572,11.304880685172325,11.07824556649352,11.371671512359892,10.699919383160973,11.360021396244557,4.141296994945199
125,11.201312184505026,11.240211427491191,9.649300327205513,11.193111587656324,10.785714070186616,11.276217603822134,10.447427011294286,11.270589806802143,4.00741938918123
126,10.468654546460092,10.568003606361948,8.96686475718706,10.433618009785567,10.068560460022375,10.52229982036379,9.737968008115551,10.507062685313054,3.395975929367786
127,10.468654542161664,10.568003605884682,8.96686475593217,10.433618008519463,10.068560459375464,10.522299818931721,9.737968007672663,10.507062685022726,3.2314518524023192
128,10.905368908321647,11.013558395379738,9.455924333240544,10.687327038374125,10.518386213535441,10.778398679809545,10.196865276510092,10.758124876348925,3.5818392516535686
129,10.85318410974011,10.95677371157631,9.424926287866903,10.65217312743481,10.438556089411675,10.746094356541835,10.142017781503297,10.721182992646503,3.351252833567661
130,10.853184109611231,10.956773711913254,9.42492628861905,10.652173127984188,10.43855608920982,10.746094356653087,10.14201778147888,10.721182992358415,3.218519236925511
131,10.635308458562642,10.730331580983483,9.239971481737406,10.400505927880218,10.22507559425788,10.485554995796122,9.887564145886817,10.464365282731746,2.70555710501547
132,10.446697592570724,10.537514735866283,9.083598501993912,10.190497947249076,10.053403546447829,10.263947002723922,9.590544494514111,10.251013605081164,2.2626502364401597
133,10.446697590790016,10.537514734050134,9.083598500067525,10.190497945287781,10.053403544585596,10.263947000973937,9.59054449251681,10.251013603306404,2.2626502335885172
134,10.446697588845838,10.537514732281382,9.083598498181649,10.190497943505594,10.053403542454879,10.263946999160666,9.590544490635098,10.25101360145171,2.262650231779145
135,10.446697586941983,10.537514730175083,9.083598496002102,10.190497941646296,10.053403540495658,10.263946997277623,9.590544488596969,10.251013599515545,2.26265022984462
136,10.446697584868637,10.537514728166675,9.083598493911,10.190497939627642,10.053403538248247,10.263946995241552,9.590544486519425,10.251013597484642,2.262650227906379
137,10.446697582180187,10.537514725990397,9.083598491841947,10.190497937260883,10.053403535882566,10.263946993140932,9.590544484483173,10.251013595186473,2.181160912215867
138,10.446697579750625,10.537514723806613,9.083598489721247,10.190497935063053,10.053403533683165,10.26394699099165,9.590544482120864,10.251013593010414,2.181160909901293
139,10.44669758112461,10.537514726452159,9.08359849228421,10.190497937871696,10.05340353616249,10.263946993613587,9.590544484479853,10.251013595739504,2.1811609117871362
140,10.446697578779407,10.537514724176503,9.083598489861812,10.190497935585428,10.053403533951041,10.263946991477306,9.590544482238911,10.251013593568963,2.181160909541512
141,10.446697576525645,10.537514721970725,9.083598487487897,10.190497933294575,10.053403531761113,10.26394698917677,9.590544479813461,10.251013591361831,2.1811609071926603
142,10.4466975739938,10.537514719355952,9.083598485169992,10.190497931007606,10.053403529434975,10.263946986882667,9.590544477329637,10.251013588999378,2.1811609048317755
143,10.446697576961464,10.537514721245822,9.083598487516209,10.190497933638639,10.053403531145282,10.263946990109488,9.59054448029615,10.251013592159493,2.1811609077957335
144,10.44669757463504,10.537514718893343,9.08359848488773,10.190497931297113,10.05340352809048,10.263946987742298,9.590544478012074,10.251013589852802,2.1811609054204912
145,10.44669757310652,10.537514717421388,9.083598483330928,10.190497929850496,10.053403526655202,10.263946986303925,9.59054447654743,10.251013588424811,2.1811609039870063
146,10.446697570428498,10.537514714957926,9.083598480583456,10.19049792736598,10.053403524100595,10.263946983812204,9.59054447402896,10.251013585741374,2.181160901175711
147,10.446697567694091,10.537514712180984,9.083598477740436,10.190497924829446,10.053403521544496,10.263946981197185,9.590544471250508,10.2510135831739,2.181160898556984
148,10.446697622088385,10.537514766724344,9.083598532052541,10.19049797925832,10.053403575961,10.263947035563454,9.59054452553498,10.251013637685578,2.181160952755786
149,10.446697621829195,10.537514766634906,9.083598531713724,10.190497979114332,10.053403575803513,10.263947035363081,9.590544525498359,10.251013637451548,2.1811609517653845
150,10.446697620798524,10.537514766503374,9.083598530676136,10.190497979084721,10.053403574603326,10.263947034992526,9.590544524457158,10.25101363697497,2.181160950896854
151,10.446697620596781,10.537514766309512,9.083598530602044,10.19049797902034,10.053403574533556,10.263947034944561,9.590544524256352,10.251013636850784,2.181160949991393
152,10.44669762048879,10.537514766222916,9.083598530528016,10.190497978945002,10.053403574375357,10.263947034733484,9.590544524158966,10.251013636725304,2.1811609496910416
153,10.418356422097961,10.509490710997545,9.08359850868246,10.19049797160188,10.034744127245666,10.263947032712089,9.427600811758827,10.251013630905684,2.1811609480839955
154,10.418356421957922,10.509490710955955,9.083598508634378,10.190497971529481,10.03474412716249,10.263947032634354,9.427600811729091,10.251013630862866,2.181160948054248
155,10.418356421735748,10.509490710704984,9.083598508511288,10.190497971456589,10.03474412703064,10.263947032593187,9.427600811646313,10.251013630545406,2.181160947479072
156,10.418356421698789,10.509490710603425,9.083598508452328,10.190497971350768,10.034744126917323,10.263947032551163,9.427600811585139,10.25101363042427,2.1811609473541718
157,10.235629055461835,10.317426078932364,8.958025386707195,10.190497970969119,9.864338888941965,10.26394703210653,9.270844646099158,10.251013629731998,1.983633865251949
158,10.235629055377986,10.317426078777304,8.958025386453839,10.190497970843186,9.864338888596969,10.263947031921965,9.270844646001155,10.251013629651892,1.983633865189816
159,10.235629055287838,10.317426078599032,8.958025386367193,10.190497970761848,9.864338888419743,10.263947031774782,9.270844645933831,10.25101362942648,1.9836338649853897
160,10.235629055055979,10.31742607844278,8.958025386051968,10.190497970568549,9.864338888338322,10.263947031537523,9.270844645851183,10.251013629363669,1.9836338648572587
161,10.23562905499205,10.31742607834413,8.958025385909611,10.190497970502628,9.864338888218398,10.263947031503765,9.27084464579807,10.251013629269325,1.9836338648244207
162,10.235629054922613,10.317426078188696,8.958025385786149,10.19049797033116,9.864338888144207,10.263947031263767,9.270844645432748,10.251013629027888,1.9836338645781901
163,10.235629054890582,10.31742607805475,8.95802538570397,10.190497970274315,9.864338888070835,10.2639470311488,9.270844645399853,10.251013628933762,1.98363386449313
164,10.235629054809976,10.317426077871756,8.9580253853962,10.190497970084486,9.864338888011908,10.263947031072004,9.270844645332337,10.251013628832869,1.983633864206931
165,10.235629054745297,10.317426077706388,8.958025385253784,10.190497969902422,9.864338887613322,10.263947030903216,9.27084464524179,10.251013628700996,1.983633863809289
166,10.23562905468305,10.317426077625237,8.958025385142003,10.190497969863571,9.864338887480178,10.26394703077695,9.270844645135961,10.25101362864155,1.9836338636574429
167,10.235629054532913,10.31742607756913,8.95802538510662,10.190497969822268,9.864338887428188,10.26394703067635,9.270844645049584,10.251013628501036,1.9836338636230681
168,10.235629054466692,10.317426077213488,8.958025384871192,10.190497969760282,9.864338887358304,10.2639470306024,9.270844644982459,10.25101362836515,1.9836338635519744
169,11.148048288620972,11.231420102071334,9.885826702537997,11.098307596158211,10.76055263060722,11.171442429349268,10.145744368454483,11.160810576418823,2.8745358620451924
170,11.148048286421506,11.231420099678408,9.88582670014648,11.098307593857843,10.760552628291189,11.17144242715643,10.145744366061127,11.160810574129478,2.87453585972818
171,11.148048284366029,11.231420097698438,9.885826697808755,11.09830759160354,10.760552626292725,11.171442425158434,10.145744364002558,11.160810572137565,2.874535857634211
172,12.08585517431115,12.172481699046925,10.838758952113174,12.040688308310086,11.699349456438746,12.115410028022927,11.090262869374632,12.105609677276544,3.8062885751046496
173,12.085855174091714,12.172481698609108,10.83875895186885,12.040688307628814,11.65466909890999,12.11541002733326,11.090262868520552,12.105609677049392,3.80628857460972
174,12.948766334975598,13.039299364572772,11.73157633267181,12.902251478417641,12.532878242414492,12.97274795946009,11.94533057671379,12.965886137916131,4.662407320703414
175,12.948766334901643,13.039299364243712,11.731576332569835,12.902251478171678,12.53287824235348,12.972747959248816,11.94533057612055,12.96588613752211,4.623722149880085
176,12.94876633480945,13.03929936395569,11.73157633233857,12.902251477888331,12.532878241846921,12.97274795908455,11.945330575492468,12.96588613715718,4.586353629453668
177,12.948766334772014,13.039299363693676,11.731576332098951,12.902251477823572,12.532878241731972,12.97274795901202,11.945330575167509,12.965886136969264,4.586353629359886
178,12.948766334701968,13.03929936360841,11.731576331839124,12.902251477603684,12.532878241484855,12.972747958933278,11.945330575134916,12.965886136737959,4.58635362928398
179,12.948766334578782,13.039299363512903,11.731576331718813,12.902251477369719,12.532878241237215,12.972747958879937,11.9453305750707,12.965886136632168,4.586353629147222
180,12.948766334534156,13.03929936340358,11.731576331361133,12.902251477197053,12.532878240981262,12.972747958820928,11.945330574958803,12.965886136484922,4.58635362893607
181,12.948766334497602,13.039299363266142,11.731576331273633,12.90225147702962,12.532878240761274,12.972747958783316,11.945330574701266,12.965886136354472,4.5863536282809845
182,12.948766333957959,13.039299363056625,11.731576330920003,12.902251476456842,12.532878240609476,12.972747958087373,11.945330574480113,12.965886136137406,4.5470443370990665
183,12.948766333920045,13.039299363014432,11.731576330881897,12.902251476337558,12.532878240399633,12.972747958052228,11.945330574352944,12.965886135902661,4.547044336545477
